sample_id	hic	hifi	ill	ont	options
HG00140	['s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-2_S30_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/hic/HG00140-1_S22_L002_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64043_220728_173215.dc.q20.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220715_182717.dc.q20.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220717_152248.dc.q20.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220719_122056.dc.q20.fastq.gz','s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/m84081_230628_194051_s3.hifi_reads.bc1018.bam','s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/m84081_230628_201157_s4.hifi_reads.bc1018.bam']	['s3://human-pangenomics/working/HPRC/HG00140/raw_data/Illumina/child/HG00140.final.cram']	['s3://human-pangenomics/working/HPRC/HG00140/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG00140_1_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00140/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_12_24_R1041_UL_HPRC_HG00140_2_dorado0.9.1_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00140/raw_data/nanopore/guppy_6/06_28_22_R941_HG00140_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/HG00140/raw_data/nanopore/guppy_6/06_28_22_R941_HG00140_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/HG00140/raw_data/nanopore/guppy_6/06_28_22_R941_HG00140_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	[--unitig-abundance 8]
HG00146	['s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC1_S6_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC1_S6_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC2_S6_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-2_FC2_S6_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC1_S5_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC1_S5_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC2_S5_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00146/raw_data/hic/HG00146-1_FC2_S5_L003_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_182824_s3.hifi_reads.bc2013.bam','s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_185930_s4.hifi_reads.bc2013.bam']	['s3://human-pangenomics/working/HPRC/HG00146/raw_data/Illumina/child/HG00146.final.cram']	['s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00146_3_dorado1.1.1_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00146_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00146_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00146_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0/01_23_24_R1041_HPRC_HG00146_1_dorado0.9.5_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00146/raw_data/nanopore/sup5.0.0/01_23_24_R1041_HPRC_HG00146_2_dorado0.9.5_sup5.0.0.bam']	[--unitig-abundance 8]
HG00150	['s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-1_FC1_S29_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-1_FC1_S29_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-1_FC2_S29_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-1_FC2_S29_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-2_FC1_S30_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-2_FC1_S30_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-2_FC2_S30_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00150/raw_data/hic/HG00150-2_FC2_S30_L003_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240314_024949_s3.hifi_reads.bc2006.bam','s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240206_022949_s2.hifi_reads.bc2006.bam','s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240203_081624_s4.hifi_reads.bc2006.bam','s3://human-pangenomics/working/HPRC/HG00150/raw_data/PacBio_HiFi/m84046_240204_053409_s1.hifi_reads.bc2006.bam']	['s3://human-pangenomics/working/HPRC/HG00150/raw_data/Illumina/child/HG00150.final.fq.gz']	['s3://human-pangenomics/working/HPRC/HG00150/raw_data/nanopore/sup5.0.0/04_30_24_R1041_UL_HPRC_HG00150_1_dorado0.9.1_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00150/raw_data/nanopore/sup5.0.0/04_30_24_R1041_UL_HPRC_HG00150_2_dorado0.9.1_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00150/raw_data/nanopore/sup5.0.0/04_30_24_R1041_UL_HPRC_HG00150_3_dorado0.9.1_sup5.0.0.bam']	[--unitig-abundance 8]
HG00232	['s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC1_S7_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC1_S7_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC2_S7_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-1_FC2_S7_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC1_S8_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC1_S8_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC2_S8_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00232/raw_data/hic/HG00232-2_FC2_S8_L003_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_205519_s2.hifi_reads.bc2014.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_212624_s3.hifi_reads.bc2014.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_201817_s1.hifi_reads.bc2014.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_215730_s4.hifi_reads.bc2014.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam']	['s3://human-pangenomics/working/HPRC/HG00232/raw_data/Illumina/child/HG00232.final.cram']	['s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_23_24_R1041_HPRC_HG00232_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00232/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/11_14_23_R1041_HPRC_HG00232_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam']	[--unitig-abundance 8]
HG00234	['s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-1_FC1_S9_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-1_FC1_S9_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-1_FC2_S9_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-1_FC2_S9_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-2_FC1_S10_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-2_FC1_S10_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-2_FC2_S10_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00234/raw_data/hic/HG00234-2_FC2_S10_L001_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00234/raw_data/PacBio_HiFi/m84081_240515_055714_s3.hifi_reads.bc2021.bam','s3://human-pangenomics/working/HPRC/HG00234/raw_data/PacBio_HiFi/m84081_240515_035745_s2.hifi_reads.bc2021.bam']	['s3://human-pangenomics/working/HPRC/HG00234/raw_data/Illumina/child/HG00234.final.fq.gz']	['s3://human-pangenomics/working/HPRC/HG00234/raw_data/nanopore/sup5.0.0/10_14_24_R1041_UL_HPRC_HG00234_1_dorado0.9.1_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00234/raw_data/nanopore/sup5.0.0/10_14_24_R1041_UL_HPRC_HG00234_2_dorado0.9.1_sup5.0.0.bam']	[--unitig-abundance 8]
HG00235	['s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC1_S36_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC1_S36_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC3_S36_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC3_S36_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC4_S36_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC4_S36_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC2_S36_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-2_FC2_S36_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC1_S35_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC1_S35_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC3_S35_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC3_S35_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC4_S35_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC4_S35_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC2_S35_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00235/raw_data/hic/HG00235-1_FC2_S35_L002_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_HiFi/m84091_230721_141900_s2.hifi_reads.bc1008.bam','s3://human-pangenomics/working/HPRC/HG00235/raw_data/PacBio_HiFi/m84091_230724_170222_s4.hifi_reads.bc1008.bam']	['s3://human-pangenomics/working/HPRC/HG00235/raw_data/Illumina/child/HG00235.final.cram']	['s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00235_4_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG00235_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG00235_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00235/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_10_23_R1041_HPRC_HG00235_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam']	[--unitig-abundance 8]
HG00236	['s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-1_FC1_S7_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-2_FC1_S8_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-2_FC1_S8_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-1_FC1_S7_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-2_FC2_S8_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-1_FC2_S7_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-1_FC2_S7_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00236/raw_data/hic/HG00236-2_FC2_S8_L001_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00236/raw_data/PacBio_HiFi/m84081_240501_202516_s2.hifi_reads.bc2007.bam','s3://human-pangenomics/working/HPRC/HG00236/raw_data/PacBio_HiFi/m84081_240521_200850_s2.hifi_reads.bc2007.bam']	['s3://human-pangenomics/working/HPRC/HG00236/raw_data/Illumina/child/HG00236.final.fq.gz']	['s3://human-pangenomics/working/HPRC/HG00236/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00236_1_dorado0.9.1_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00236/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00236_2_dorado0.9.1_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00236/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00236_3_dorado0.9.1_sup5.0.0.bam']	[--unitig-abundance 8]
HG00243	['s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-1_FC1_S23_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-1_FC1_S23_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-1_FC2_S23_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-1_FC2_S23_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-2_FC1_S24_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-2_FC1_S24_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-2_FC2_S24_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00243/raw_data/hic/HG00243-2_FC2_S24_L002_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00243/raw_data/PacBio_HiFi/m84091_230719_162122_s2.hifi_reads.bc1018.bam','s3://human-pangenomics/working/HPRC/HG00243/raw_data/PacBio_HiFi/m84091_230712_180444_s4.hifi_reads.bc1018.bam']	['s3://human-pangenomics/working/HPRC/HG00243/raw_data/Illumina/child/HG00243.final.fq.gz']	['s3://human-pangenomics/working/HPRC/HG00243/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00243_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00243/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00243_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00243/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00243_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam']	[--unitig-abundance 8]
HG00245	['s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-1_FC2_S47_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-2_FC2_S48_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-2_FC2_S48_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-2_FC1_S48_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-1_FC1_S47_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-2_FC1_S48_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-1_FC1_S47_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00245/raw_data/hic/HG00245-1_FC2_S47_L004_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240313_225116_s1.hifi_reads.bc2030.bam','s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240305_031802_s4.hifi_reads.bc2030.bam','s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240302_164114_s4.hifi_reads.bc2030.bam','s3://human-pangenomics/working/HPRC/HG00245/raw_data/PacBio_HiFi/m84046_240327_225434_s3.hifi_reads.bc2030.bam']	['s3://human-pangenomics/working/HPRC/HG00245/raw_data/Illumina/child/HG00245.final.fq.gz']	['s3://human-pangenomics/working/HPRC/HG00245/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00245_1_dorado0.9.1_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00245/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00245_2_dorado0.9.1_sup5.0.0.bam','s3://human-pangenomics/working/HPRC/HG00245/raw_data/nanopore/sup5.0.0/10_21_24_R1041_UL_HPRC_HG00245_3_dorado0.9.1_sup5.0.0.bam']	[--unitig-abundance 8]
HG00253	['s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC1_S34_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC1_S34_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC3_S34_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC3_S34_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC4_S34_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC4_S34_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC1_S33_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC1_S33_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC3_S33_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC3_S33_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC4_S33_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC4_S33_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC2_S34_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-2_FC2_S34_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC2_S33_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG00253/raw_data/hic/HG00253-1_FC2_S33_L002_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230721_134835_s1.hifi_reads.bc1003.bam','s3://human-pangenomics/working/HPRC/HG00253/raw_data/PacBio_HiFi/m84091_230727_143029_s4.hifi_reads.bc1003.bam']	['s3://human-pangenomics/working/HPRC/HG00253/raw_data/Illumina/child/HG00253.final.cram']	['s3://human-pangenomics/working/HPRC/HG00253/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00253_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00253/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00253_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00253/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/01_16_24_R1041_HPRC_HG00253_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00253/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00253_1_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00253/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00253_2_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam','s3://human-pangenomics/working/HPRC/HG00253/raw_data/nanopore/sup5.0.0_5mCG_5hmCG/10_31_23_R1041_HPRC_HG00253_3_dorado0.9.5_sup5.0.0_5mCG_5hmCG.bam']	[--unitig-abundance 8]
